id,label
6288,0.999127
2139,0.011427
10943,0.032791
580,0.010579
9254,0.998840
3329,0.999444
7368,0.999273
12096,0.999300
1775,0.011466
11261,0.999109
5983,0.998631
3204,0.998352
1417,0.012166
361,0.999383
7438,0.009374
6423,0.010093
9666,0.010389
9882,0.999317
8462,0.010402
7743,0.063661
11070,0.999424
9132,0.999133
11237,0.999398
6328,0.014388
5653,0.999368
2990,0.999208
11902,0.998478
5026,0.010416
5680,0.999429
3616,0.019529
71,0.998969
4152,0.997741
5341,0.028426
1409,0.999021
7953,0.009978
3404,0.015166
19,0.011781
8126,0.999463
186,0.025702
8877,0.999196
217,0.999280
11253,0.999439
11632,0.015534
5330,0.015860
6956,0.997741
11860,0.032318
12130,0.025904
52,0.009720
4825,0.999244
6424,0.014897
1280,0.999440
9176,0.009565
2372,0.996838
1072,0.882733
6947,0.982345
4972,0.010008
3236,0.011527
7367,0.997241
1263,0.112012
3970,0.990956
5722,0.083338
5792,0.029689
1011,0.013924
1250,0.998961
7991,0.009545
8218,0.010335
1266,0.016883
37,0.009848
5887,0.947535
10392,0.012174
6711,0.010513
12292,0.998932
10329,0.998982
11058,0.983353
4490,0.117269
9458,0.999449
8968,0.999197
3980,0.924705
7744,0.010025
2692,0.999286
276,0.999195
5868,0.009706
2562,0.999470
5895,0.028218
3047,0.018627
1635,0.998407
4433,0.009540
10888,0.999460
8898,0.999371
7337,0.017987
427,0.990035
611,0.070559
5015,0.999423
10541,0.992698
2401,0.010508
3775,0.994897
4506,0.015309
7140,0.009819
12013,0.999385
947,0.020710
6076,0.303109
2478,0.996886
4971,0.999472
644,0.999198
3395,0.999293
7057,0.026640
8308,0.998341
6497,0.998290
8571,0.884945
10525,0.997175
2796,0.999357
6014,0.215541
1819,0.934259
5385,0.999042
6549,0.999414
10311,0.009630
11061,0.009507
1876,0.999441
614,0.016236
12095,0.994536
236,0.999338
12027,0.009325
5298,0.069533
7465,0.999469
7698,0.009071
10365,0.175417
3954,0.999457
8432,0.011110
6907,0.999412
6989,0.009148
1959,0.016410
8380,0.999007
1666,0.011029
3425,0.999172
1599,0.999161
4368,0.010968
2026,0.094035
3662,0.053343
12188,0.999450
8647,0.014704
3749,0.999106
2955,0.277931
8494,0.010678
861,0.999440
1982,0.011635
9447,0.009500
12086,0.999015
7568,0.009559
11696,0.999277
11960,0.998874
11357,0.998547
5473,0.998390
6333,0.009922
4189,0.011256
10393,0.011198
7839,0.999475
6274,0.010842
12180,0.999160
1498,0.999349
6311,0.019653
4860,0.998581
2896,0.012366
5289,0.876305
2171,0.998920
7331,0.041792
3888,0.019999
9976,0.999433
2646,0.054942
8230,0.999174
5021,0.999342
9235,0.265618
11224,0.998565
8085,0.009394
1296,0.020467
3200,0.999326
180,0.009915
9816,0.998741
1093,0.999136
4699,0.998917
617,0.999010
1338,0.016911
12394,0.009744
4587,0.009098
1496,0.998376
3921,0.999350
12164,0.009861
5367,0.997324
3307,0.011090
9829,0.027332
7599,0.995568
2563,0.011724
2970,0.014610
7172,0.014302
1976,0.032268
2754,0.012963
5442,0.999139
709,0.999463
12049,0.050610
873,0.998428
11325,0.012139
4428,0.016562
2022,0.033297
11248,0.999428
2286,0.972128
9091,0.012899
4449,0.009681
4240,0.999312
6598,0.011372
4160,0.008940
3534,0.031768
10843,0.011042
2354,0.009554
7755,0.063162
3962,0.999329
10271,0.998823
7963,0.999370
641,0.998581
6450,0.999454
9130,0.017148
2769,0.012460
6364,0.011970
10738,0.999306
601,0.995346
8157,0.999464
6961,0.010334
6721,0.999423
1772,0.035217
10994,0.999167
7695,0.999343
3592,0.982325
142,0.998899
4303,0.999110
890,0.900083
5642,0.997252
6603,0.010253
11639,0.010536
5401,0.030760
749,0.011599
10274,0.012555
9895,0.999389
70,0.999359
6100,0.014249
2162,0.009877
2901,0.009642
451,0.087865
5085,0.022840
538,0.009259
631,0.999395
5365,0.009763
3333,0.021436
6832,0.999251
4631,0.999293
11863,0.999293
8110,0.999173
2516,0.010141
1570,0.009852
11002,0.998979
5455,0.999444
8954,0.015204
1348,0.009440
3178,0.999265
552,0.999314
9562,0.013112
1215,0.999456
2576,0.010209
9600,0.126279
705,0.999325
2739,0.999123
10848,0.999384
7881,0.999419
5320,0.999028
1454,0.012166
4461,0.010134
1880,0.009428
5640,0.999187
7706,0.753215
9257,0.027281
10634,0.010385
127,0.999372
12158,0.998454
8152,0.009909
10845,0.999448
11358,0.998577
4571,0.998012
1639,0.997684
7938,0.999308
4665,0.998861
4086,0.999391
12366,0.999455
364,0.011168
5478,0.999332
1499,0.020551
11896,0.020127
6449,0.999369
3353,0.009990
4892,0.020248
3249,0.021798
7307,0.025014
8546,0.031724
7047,0.999330
4230,0.998218
1092,0.871413
9299,0.011075
6601,0.794399
3829,0.999440
3700,0.010309
9492,0.021072
1601,0.014759
9207,0.999339
5277,0.998980
1689,0.012389
3771,0.992096
100,0.015965
9066,0.999466
7346,0.999428
5547,0.017651
10439,0.332381
9979,0.013694
856,0.009768
2758,0.065471
5444,0.996430
10774,0.009736
3324,0.014939
2961,0.998509
8231,0.009841
11263,0.017838
10277,0.982296
131,0.999307
5544,0.016080
9237,0.015539
1378,0.999344
4765,0.999365
8292,0.999420
5191,0.998875
3729,0.017610
1515,0.760893
11354,0.034767
7469,0.997840
4221,0.048743
5245,0.010063
9805,0.009714
10371,0.009259
7528,0.999315
3794,0.999180
8488,0.999305
2538,0.013274
4300,0.999114
3937,0.997754
4397,0.999389
4577,0.999432
6486,0.025292
6461,0.998225
7409,0.009824
4503,0.887718
10653,0.009724
8763,0.409707
9452,0.019075
1,0.999447
5252,0.009690
10052,0.061467
1605,0.843184
12137,0.013157
11534,0.016564
9518,0.011279
6724,0.010010
11506,0.999376
3757,0.998293
11361,0.016034
9911,0.999163
4435,0.011674
3426,0.999367
11262,0.999407
2152,0.010019
4726,0.998525
9681,0.999258
4165,0.999469
6289,0.999285
2116,0.015433
7009,0.009583
1773,0.998752
6150,0.009466
3900,0.017078
1297,0.015131
3391,0.999458
2390,0.016853
9580,0.009639
6087,0.999422
7975,0.999418
3652,0.012238
10816,0.024437
8762,0.999353
3998,0.998433
6367,0.999413
6036,0.010383
9724,0.058898
4087,0.016969
1318,0.999431
144,0.265398
1632,0.999362
12165,0.999062
1070,0.999346
8884,0.999334
4109,0.020898
1337,0.023117
8840,0.098076
9040,0.999433
8332,0.999368
11437,0.999350
1980,0.999351
4057,0.998602
9167,0.999393
3376,0.022269
5086,0.985600
320,0.010526
2727,0.998924
2275,0.999463
2398,0.972542
11944,0.999373
8357,0.999166
7398,0.998930
6551,0.999039
8923,0.046567
8603,0.998931
10493,0.014448
9916,0.999430
8365,0.012656
3731,0.010924
10959,0.996970
4267,0.999358
5906,0.015963
8853,0.028846
10547,0.998152
332,0.998492
4365,0.009909
12129,0.115407
3111,0.036548
11938,0.998747
10237,0.013195
7020,0.018108
2974,0.999295
4145,0.999447
8723,0.008970
2246,0.999181
10789,0.009861
859,0.011093
892,0.999232
6963,0.999287
2772,0.070365
12322,0.997837
4370,0.999430
2630,0.009122
3621,0.999018
6864,0.010742
9936,0.011802
7459,0.018874
2617,0.999468
2953,0.012472
12202,0.012266
5217,0.997599
879,0.552144
2656,0.997761
6563,0.052643
7795,0.009640
5826,0.999080
1395,0.999214
3322,0.015709
11186,0.069061
6501,0.016814
906,0.018465
4967,0.010647
2880,0.010851
10723,0.999266
12461,0.999268
12416,0.998999
11665,0.999265
9645,0.999136
7614,0.010937
11377,0.011659
8775,0.999449
8927,0.999340
2314,0.015004
6699,0.999472
2792,0.998531
9376,0.012722
10191,0.009886
2956,0.999260
1764,0.999337
1212,0.009811
8697,0.998442
10153,0.998019
10120,0.009711
8536,0.010400
9576,0.995079
10262,0.999407
928,0.009785
7960,0.032562
10912,0.999390
10007,0.010044
8530,0.011344
2362,0.998849
6459,0.009701
1761,0.999394
7869,0.999471
10126,0.016368
11388,0.010326
1996,0.998672
2389,0.998528
3697,0.998901
792,0.999180
8532,0.999387
11705,0.999422
4820,0.999401
6988,0.014575
10302,0.990800
5203,0.998976
5499,0.010684
1065,0.010104
4499,0.999136
6144,0.033849
10085,0.999422
717,0.016482
12405,0.009535
3104,0.036556
5170,0.040743
4982,0.999356
11250,0.999322
5103,0.013735
9362,0.999189
2600,0.993957
11933,0.035537
9982,0.999216
1776,0.999413
5804,0.998840
7552,0.998717
10962,0.995424
7535,0.017536
2580,0.010243
11574,0.009592
10015,0.998679
4748,0.774471
8164,0.998741
3290,0.023349
5659,0.010413
6441,0.012934
2809,0.009765
860,0.009462
1264,0.009865
42,0.999453
6506,0.999456
7455,0.999408
9733,0.012752
8369,0.999456
7434,0.624275
3703,0.019079
4414,0.009570
6301,0.999116
11407,0.012521
10043,0.999396
7729,0.062083
7691,0.998963
8816,0.998578
5656,0.997128
8113,0.999460
4328,0.999384
8974,0.998979
136,0.014227
7901,0.999336
817,0.043106
4407,0.998272
11083,0.998857
8364,0.999390
2274,0.009343
7883,0.010026
10103,0.011014
4400,0.999194
7195,0.993239
3444,0.017874
1402,0.999322
8759,0.999245
11188,0.999320
10082,0.012547
10883,0.999295
9046,0.010045
10871,0.009606
8943,0.011523
2596,0.015073
5067,0.999408
10535,0.021145
2225,0.027012
4938,0.999289
2255,0.998883
10669,0.011454
11717,0.996902
7117,0.999229
11324,0.019352
3752,0.999180
5795,0.999387
7871,0.014211
11416,0.999423
1528,0.011698
5070,0.999089
6837,0.026010
8939,0.999416
11122,0.009915
3398,0.010994
12377,0.999465
8490,0.010440
3564,0.997806
11592,0.009794
3288,0.999392
3088,0.011232
6581,0.009015
8822,0.992093
8468,0.009798
4486,0.067159
4128,0.009115
8014,0.999215
8446,0.013166
6593,0.998932
6368,0.999114
201,0.999446
6573,0.999413
12294,0.999331
604,0.152295
9538,0.015415
8224,0.999285
8561,0.998995
12066,0.013617
6313,0.990387
3234,0.980983
11870,0.999059
1732,0.999451
5913,0.011567
9859,0.999460
9592,0.010341
11604,0.932377
3704,0.010582
6200,0.999425
517,0.999403
9601,0.010553
2567,0.009281
7312,0.069291
9561,0.012946
2944,0.072713
11084,0.998003
1466,0.017863
5857,0.027919
5495,0.998711
11461,0.998947
10339,0.999134
3036,0.010661
7676,0.029023
7767,0.009411
4447,0.999472
11710,0.026867
10219,0.769538
11580,0.997759
9407,0.998872
1036,0.993580
5763,0.012991
10,0.010165
6836,0.576661
9602,0.999360
8611,0.999378
7962,0.043962
56,0.999359
8646,0.999463
6543,0.011850
3717,0.999441
11835,0.997596
2627,0.999467
610,0.997931
8424,0.999357
6425,0.028792
9673,0.013052
5129,0.036227
6122,0.020169
7788,0.998564
2476,0.999441
4029,0.197737
11340,0.998921
12412,0.999151
7292,0.012729
6229,0.999341
12380,0.998314
11128,0.999255
11878,0.998782
6559,0.018391
9785,0.999072
10838,0.999329
11719,0.010511
3350,0.016657
1705,0.999277
1226,0.010889
3610,0.999456
11405,0.010625
2691,0.999018
8703,0.999373
11982,0.999005
6362,0.009734
4138,0.999227
4193,0.100801
629,0.996390
5078,0.999463
1375,0.011144
4632,0.020835
1103,0.035794
495,0.997546
5294,0.009961
6448,0.999070
10167,0.999391
10072,0.010081
8511,0.015097
7522,0.009697
8116,0.009619
3528,0.274510
9692,0.011374
9574,0.028614
12222,0.999322
10387,0.998921
1047,0.013673
7579,0.999228
6409,0.999450
1539,0.010728
5956,0.886511
549,0.010981
8030,0.010449
10996,0.999445
5038,0.011043
7702,0.010871
8059,0.009256
1340,0.999397
5688,0.998996
3252,0.999277
8592,0.997941
8256,0.998895
9338,0.021777
1723,0.595422
6562,0.009962
3257,0.011441
5215,0.998780
3287,0.998743
6654,0.999443
8228,0.999476
1711,0.998979
7815,0.999447
6474,0.010400
683,0.009374
7433,0.010005
2497,0.012520
4284,0.017680
11980,0.999435
373,0.999265
4209,0.016568
1334,0.700064
2308,0.977090
10508,0.018908
12076,0.998843
6495,0.051370
9841,0.998247
7771,0.013465
6191,0.063964
3458,0.012313
7334,0.999127
295,0.014385
11920,0.999356
1492,0.009889
11493,0.009573
8273,0.009562
9451,0.015987
1963,0.029505
3050,0.999277
7371,0.999203
2276,0.999402
388,0.011038
8894,0.012711
11363,0.999464
11137,0.396390
1113,0.010389
5152,0.010058
2711,0.009903
11050,0.999449
3074,0.999324
3711,0.012506
12422,0.999469
11753,0.999456
5400,0.998818
8800,0.999312
12246,0.999456
11834,0.018399
1028,0.012498
5552,0.012051
3014,0.009673
3496,0.026447
151,0.996156
8792,0.999377
7503,0.999083
3785,0.999393
4308,0.014117
9543,0.011673
11242,0.999400
8978,0.011357
5573,0.999432
4677,0.999107
296,0.999467
288,0.013438
1447,0.600311
12080,0.999460
4529,0.013679
8015,0.010037
11562,0.998502
3558,0.999322
11179,0.010545
6645,0.009788
6748,0.047979
7474,0.555881
6127,0.501189
11575,0.999347
8935,0.999373
7730,0.026556
11399,0.999368
12247,0.302892
9133,0.999444
10169,0.999255
5049,0.999468
27,0.999454
10603,0.010131
8779,0.997771
9061,0.999399
2300,0.999416
9991,0.999433
7584,0.999404
9868,0.219694
4714,0.993963
6550,0.013702
7527,0.014199
8160,0.999313
9125,0.015321
4764,0.526189
8061,0.999385
8928,0.013879
7305,0.999259
6612,0.011163
7385,0.017353
7133,0.997795
9880,0.999436
385,0.999449
10095,0.010023
5219,0.016145
7606,0.999441
8415,0.999389
11010,0.998866
11935,0.999341
284,0.999347
4409,0.998941
544,0.042374
4346,0.011804
2264,0.018629
6971,0.016613
448,0.011277
3163,0.011297
4359,0.015943
5466,0.012439
9790,0.011551
8641,0.011819
11570,0.095422
1905,0.998787
9200,0.999410
500,0.018223
5451,0.998533
11840,0.999385
1161,0.012350
5131,0.012523
10050,0.023531
11950,0.008869
9825,0.149230
9245,0.999391
10377,0.010054
4739,0.021541
279,0.009990
788,0.014439
5005,0.009287
12327,0.013825
8874,0.038476
11481,0.009639
5799,0.980743
6419,0.011135
3284,0.996813
3510,0.010566
9885,0.998483
2035,0.999182
5768,0.999144
1282,0.013683
9807,0.999084
12145,0.999445
11101,0.999444
12411,0.998439
6360,0.010109
4528,0.013013
3407,0.999366
7389,0.010253
7317,0.051675
2191,0.009943
1941,0.999463
1596,0.999082
10009,0.013954
3342,0.011333
3347,0.017025
6958,0.998675
7741,0.057845
6744,0.035892
5912,0.057904
2783,0.010139
3199,0.010123
4289,0.999384
1682,0.999326
6606,0.999460
12214,0.011732
7121,0.999352
5048,0.995524
5907,0.016300
9867,0.999466
9085,0.999399
11527,0.998993
10590,0.010522
6203,0.999087
11115,0.014180
10164,0.999111
5762,0.009882
8527,0.999166
5246,0.014996
2260,0.999442
2244,0.995546
7339,0.009794
10081,0.013080
10801,0.997605
3180,0.029506
11245,0.012250
2928,0.999410
3847,0.010052
10242,0.999332
4253,0.013983
7834,0.999273
7623,0.998572
6283,0.997687
1105,0.999215
11487,0.999315
2614,0.999111
150,0.019543
3924,0.999353
9723,0.999421
571,0.999139
11486,0.998544
1199,0.029574
2647,0.041507
7556,0.089249
3022,0.008774
1265,0.009686
11533,0.999466
935,0.998975
3530,0.976475
11223,0.025200
4770,0.009125
2798,0.999367
1823,0.030338
6198,0.009768
5480,0.013361
3838,0.999373
9593,0.010070
11981,0.157581
8797,0.999388
10487,0.999224
10480,0.010391
9321,0.999328
6211,0.009679
7916,0.999336
9676,0.010682
5759,0.999359
2737,0.999227
7935,0.999445
3869,0.009282
11595,0.012474
889,0.009337
9045,0.999418
6255,0.998079
1309,0.034662
1500,0.009607
8082,0.999459
12347,0.082804
2495,0.072910
12455,0.009853
12046,0.998845
7342,0.012948
4030,0.043715
4307,0.999290
8975,0.999444
1786,0.998837
1858,0.012487
3169,0.287653
11144,0.009764
10468,0.011083
7344,0.999401
8719,0.999435
7682,0.008912
1164,0.009906
8627,0.275647
11741,0.016053
10455,0.019740
4382,0.067799
4198,0.974463
11479,0.082374
639,0.012835
4760,0.012607
692,0.014964
5660,0.999255
10139,0.999309
11994,0.013123
1973,0.034960
11045,0.018550
5228,0.999371
11808,0.100060
2073,0.018932
12359,0.999449
94,0.999430
432,0.010112
624,0.019829
9360,0.999384
6893,0.010855
6434,0.023528
10288,0.013200
11535,0.999315
4207,0.010461
9368,0.009652
898,0.009790
10583,0.995750
1119,0.009820
5088,0.050094
414,0.010483
798,0.998468
4166,0.999387
2322,0.999353
12031,0.045541
11055,0.015220
2076,0.013449
941,0.019324
1555,0.009754
7304,0.012546
6682,0.018432
2033,0.997804
1154,0.998868
8056,0.999264
6952,0.999081
7811,0.010303
3591,0.011186
9110,0.014730
5952,0.999357
4633,0.012124
854,0.999191
5196,0.030512
2662,0.031954
10952,0.997832
5491,0.999402
6334,0.031609
4906,0.009792
5498,0.010795
2962,0.731591
8944,0.997840
5514,0.999438
9769,0.999301
716,0.980344
10916,0.999317
5703,0.998337
8009,0.009983
6499,0.999458
8915,0.998715
2777,0.998670
8833,0.229963
2068,0.009840
12407,0.997739
9719,0.012678
8489,0.010258
494,0.023182
11477,0.154021
8092,0.999029
7512,0.805861
7784,0.016034
4786,0.996518
9697,0.030545
3895,0.010654
1424,0.999309
1289,0.999416
12371,0.999412
2251,0.064975
3212,0.999076
8986,0.998174
7373,0.329223
164,0.998851
8652,0.013330
6195,0.015740
9621,0.010477
8013,0.453267
2622,0.009526
8668,0.999461
6745,0.999302
2320,0.998052
967,0.009435
9201,0.010476
4581,0.998939
4197,0.009379
8917,0.963901
5643,0.012919
8749,0.009916
5395,0.998942
673,0.016519
11488,0.999446
2492,0.012046
3488,0.999045
9957,0.196000
5869,0.999478
7412,0.999027
2721,0.998751
4156,0.010238
8608,0.009745
6247,0.009466
3483,0.016154
6223,0.998921
